Metabolite,Molecular Forumla,Charge,Name,KEGG ID,MetaCyc ID
nh4[e],H4N,1,Ammonium,C00014,AMMONIA
nh4oh,NH4OH,0,Ammonium hydroxide,C01358,
nicrns,C11H13NO6,0,Nicotinate D-ribonucleoside,C05841,
nicrnt,C11H12NO9P,-2,Nicotinate D-ribonucleotide,C01185,NICOTINATE_NUCLEOTIDE
nmn,C11H14N2O8P,-1,NMN,C00455,NICOTINAMIDE_NUCLEOTIDE
nnppp,C45H73O7P2,-3,,,2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE20
no2,NO2,-1,Nitrite,C00088,
no2[e],NO2,-1,Nitrite,C00088,NITRITE
no3,NO3,-1,Nitrate,C00244,
no3[e],NO3,-1,Nitrate,C00244,
nspmdn,C6H20N3,3,,,NORSPERMIDINE
oaa,C4H2O5,-2,Oxaloacetate,C00036,OXALACETIC_ACID
oc2coa,C29H44N7O17P3S,-4,trans-Oct-2-enoyl-CoA,C05276,
octdp,C40H65O7P2,-3,all-trans-Octaprenyl diphosphate,C04146,OCTAPRENYL-DIPHOSPHATE
ohpb,C4H4O8P,-3,2-Oxo-3-hydroxy-4-phosphobutanoate,C06054,3OH-4P-OH-ALPHA-KETOBUTYRATE
olACP,C18H32OSR,-1,,,
opet,C8H5O7,-3,5-Carboxy-2-oxohept-3-enedioate,C04052,CPD-785
orn,C5H13N2O2,1,Ornithine,C00077,L-ORNITHINE
orot,C5H3N2O4,-1,Orotate,C00295,OROTATE
orot5p,C10H10N2O11P,-3,Orotidine 5-phosphate,C01103,OROTIDINE-5-PHOSPHATE
otppp,C40H65O7P2,-3,,,2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE21
oxsucc,C6H3O7,-3,Oxalosuccinate,C05379,OXALO-SUCCINATE
pa_CB,C35.7H66.8O8P,-2,Phosphatidate,C00416,
pac,C8H7O2,-1,Phenylacetic acid,C07086,PHENYLACETATE
palmACP,C16H30OSR,-1,Hexadecanoyl-[acp],C05764,
pan4p,C11H21N2O7PS,-2,Pantetheine 4-phosphate,C01134,PANTETHEINE-P
pant-R,C6H11O4,-1,(R)-Pantoate,C00522,L-PANTOATE
paps,C10H11N5O13P2S,-4,3-Phosphoadenylyl sulfate,C00053,PAPS
pdx5p,C8H10NO6P,-2,Pyridoxine phosphate,C00627,PYRIDOXINE-5P
pe_CB,C37.7H73.8NO8P,0,Phosphatidylethanolamine,C00350,
pep,C3H2O6P,-3,Phosphoenolpyruvate,C00074,PHOSPHO-ENOL-PYRUVATE
peptido_met,,,,,
pg_CB,C38.7H73.8O10P,-1,Phosphatidylglycerol,C00344,
pgp_CB,C38.7H72.8O13P2,-3,Phosphatidylglycerophosphate,C03892,
phaccoa,C29H38N7O17P3S,-4,Phenylacetyl-CoA,C00582,CPD-207
phe-D,C9H11NO2,0,D-Phenylalanine,C02265,
phe-L,C9H11NO2,0,L-Phenylalanine,C00079,SER
phom,C4H8NO6P,-2,O-Phospho-L-homoserine,C01102,S-ADENOSYLMETHIONINE
phosnacet,C2H5O4P,0,Phosphonoacetaldehyde,C03167,
phpyr,C9H7O3,-1,Phylloquinone,C00166,PHENYL-PYRUVATE
phthr,C4H8NO7P,-2,O-Phospho-4-hydroxy-L-threonine,C06055,5-AMINO-LEVULINATE
phyQ,C31H46O2,0,Phylloquinone,C02059,
pi,HPO4,-2,Phosphate,C00009,Pi
pi[e],HPO4,-2,Phosphate,C00009,Pi
plipid_met,,,,,
pme_CB,C38.7H75.8NO8P,0,,,
pntolac-R,C6H10O3,0,(R)-Pantolactone,C01012,PANTOYL-LACTONE
pnto-R,C9H16NO5,-1,(R)-Pantothenate,C00864,PANTOTHENATE
polygp,C36H86O61P12,0,(Glycerophosphate)n,C02768,
ppa,C3H5O2,-1,Propionate (n-C3:0),C00163,PROPIONATE
ppap,C3H5O5P,-2,Propanoyl phosphate,C02876,PROPIONYL-P
ppbng,C10H13N2O4,-1,Porphobilinogen,C00931,PORPHOBILINOGEN
ppcoa,C24H36N7O17P3S,-4,Propanoyl-CoA,C00100,PROPIONYL-COA
ppgpp,C10H11N5O17P4,-6,"Guanosine 3,5-bis(diphosphate)",C01228,GUANOSINE-5DP-3DP
pphn,C10H8O6,-2,Prephenate,C00254,PREPHENATE
ppi,P2HO7,-3,Diphosphate,C00013,PPI
pppg9,C34H38N4O4,-2,Protoporphyrinogen IX,C01079,PROTOPORPHYRINOGEN
pppi,P3HO10,-4,Inorganic triphosphate,C00536,P3I
pram,C5H11NO7P,-1,5-Phospho-beta-D-ribosylamine,C03090,5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE
pran,C12H13NO9P,-3,N-(5-Phospho-D-ribosyl)anthranilate,C04302,N-5-PHOSPHORIBOSYL-ANTHRANILATE
prbamp,C15H19N5O14P2,-4,1-(5-Phosphoribosyl)-AMP,C02741,PHOSPHORIBOSYL-AMP
prbatp,C15H19N5O20P4,-6,1-(5-Phosphoribosyl)-ATP,C02739,PHOSPHORIBOSYL-ATP
prcr3a,C43H42N4O16,-8,Precorrin 3A,C05772,
prcr3b,C43H44N4O17,-6,Precorrin 3B,C06406,
prcr4,C44H45N4O17,-7,Precorrin 4,C06407,
prcr5,C45H46N4O17,-8,Precorrin 5,C06416,CPD-662
prcr6a,C44H47N4O16,-7,Precorrin 6X,C06320,
prcr6y,C44H49N4O16,-7,Precorrin 6Y,C06319,
prcr8x,C45H53N4O14,-7,Precorrin 8X,C06408,
pre1,C41H38N4O16,-8,Precorrin 1,C15527,CPD-9038
prfp,C15H21N5O15P2,-4,1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide,C04896,PHOSPHORIBULOSYL-FORMIMINO-AICAR-P
prlp,C15H21N5O15P2,-4,5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide,C04916,4-hydroxybenzoate
pro-L,C5H9NO2,0,L-Proline,C00148,PRO
pro-L[e],C5H9NO2,0,L-Proline,C00148,THR
protdis,C7H9N3O3S2R2,0,Protein disulfide,C02582,
protdith,C7H11N3O3S2R2,0,Protein dithiol,C02315,
protein_met,,,,,
prpncoa,C24H34N7O17P3S,-4,Propenoyl-CoA,C00894,
prpp,C5H8O14P3,-5,5-Phospho-alpha-D-ribose 1-diphosphate,C00119,PRPP
ps_CB,C38.7H72.8NO10P,-1,Phosphatidylserine,C02737,
pser-L,C3H6NO6P,-2,O-Phospho-L-serine,C01005,CPD-302
ptp,C9H14N5O14P3,-4,triaminopyrimidine triphosphate,C05923,
ptppp,C25H41O7P2,-3,,,2-AMINO-3-OXO-4-PHOSPHONOOXYBUTYRATE24
ptrc,C4H14N2,2,Putrescine,C00134,PUTRESCINE
ptrc[e],C4H14N2,2,Putrescine,C00134,4-AMINO-BUTYRALDEHYDE
pyam5p,C8H12N2O5P,-1,Pyridoxamine phosphate,C00647,
pydam,C8H13N2O2,1,Pyridoxamine,C00534,
pydx,C8H9NO3,0,Pyridoxal,C00250,
pydx5p,C8H8NO6P,-2,Pyridoxal phosphate,C00018,PYRIDOXAL_PHOSPHATE
pydxn,C8H11NO3,0,Pyridoxine,C00314,
pyr,C3H3O3,-1,Pyruvate,C00022,OLEATE-CPD
q8,C49H74O4,0,Ubiquinone,C00399,UBIQUINONE-8
q8h2,C49H76O4,0,Ubiquinol,C00390,UBIQUINOL-8
quln,C7H3NO4,-2,Quinolinate,C03722,QUINOLINATE
r1p,C5H9O8P,-2,alpha-D-Ribose 1-phosphate,C00620,
r5p,C5H9O8P,-2,alpha-D-Ribose 5-phosphate,C00117,RIBOSE-5P
raffin,C18H32O16,0,Raffinose,C00492,
rbl-D,C5H10O5,0,D-Ribulose,C00309,RIBULOSE
rbl-L,C5H10O5,0,L-Ribulose,C00508,L-RIBULOSE
rdmbzi,C14H18N2O4,0,alpha-Ribazole,C05775,ALPHA-RIBAZOLE
rhcys,C9H17NO6S,0,S-Ribosyl-L-homocysteine,C03539,CPD-564
rib-D,C5H10O5,0,D-Ribose,C00121,
rib-D[e],C5H10O5,0,D-Ribose,C00121,
ribflv,C17H20N4O6,0,Riboflavin,C00255,RIBOFLAVIN
rml,C6H12O5,0,L-Rhamnulose,C00861,RHAMNOSE
rml1p,C6H11O8P,-2,L-Rhamnulose 1-phosphate,C01131,RHAMNULOSE-1P
rmn,C6H12O5,0,L-Rhamnose,C00507,D-ARABINOSE
rna_met,,,,,
rnam,C11H15N2O5,1,N-Ribosylnicotinamide,C03150,NICOTINAMIDE_RIBOSE
ru5p-D,C5H9O8P,-2,D-Ribulose 5-phosphate,C00199,RIBULOSE-5P
ru5p-L,C5H9O8P,-2,L-Ribulose 5-phosphate,C01101,L-RIBULOSE-5-P
s,S,0,Sulfur,C00087,
s17bp,C7H12O13P2,-4,"Sedoheptulose 1,7-bisphosphate",C00447,
s7p,C7H13O10P,-2,Sedoheptulose 7-phosphate,C00281,D-SEDOHEPTULOSE-7-P
saccrp-L,C11H19N2O6,-1,"N6-(L-1,3-Dicarboxypropyl)-L-lysine",C00449,SACCHAROPINE
salc6p,C13H17O10P,-2,Salicin 6-phosphate,C06188,CPD-1181
salcn[e],C13H18O7,0,Salicin,C01451,
saliac,C7H6O3,0,Salicylate,C00805,
sbt6p,C6H13O9P,-2,Sorbitol 6-phosphate,C01096,D-SORBITOL-6-P
sbt-D,C6H14O6,0,D-Sorbitol,C00794,
sbt-D[e],C6H14O6,0,D-Sorbitol,C00794,CPD-358
scl,C42H39N4O16,-7,sirohydrochlorin,C05778,SIROHYDROCHLORIN
scyins,C5H6N1O4,-1,2-Oxoglutaramate,C00940,2-KETO-GLUTARAMATE
seasmet,C15H23N6O5Se,1,Se-Adenosylselenomethionine,C05691,
sel,SeO4,-2,Selenate,C05697,
selcys,C3H7NO2Se,0,Selenocysteine,C05688,
selmeth,C5H11NO2Se,0,Selenomethionine,C05335,
seln,HSe,-1,Selenide,C01528,
ser-L,C3H7NO3,0,L-Serine,C00065,TRP
sheme,C42H36FeN4O16,-8,Siroheme,C00748,SIROHEME
skm,C7H9O5,-1,Shikimate,C00493,SHIKIMATE
skm5p,C7H8O8P,-3,Shikimate 5-phosphate,C03175,SHIKIMATE-5P
sl26da,C11H16N2O7,-2,"N-Succinyl-LL-2,6-diaminoheptanedioate",C04421,
sl2a6o,C11H12NO8,-3,N-Succinyl-2-L-amino-6-oxoheptanedioate,C04462,
sl-L,C3H4O6S,-2,(S)-3-Sulfolactate,C11499,C11499
slp-L,C3H3O9PS,-4,,,
so2,SO2,0,Sulfur dioxide,C09306,
so3,SO3,-2,Sulfite,C00094,SO3
so4,SO4,-2,Sulfate,C00059,SULFATE
so4[e],SO4,-2,Sulfate,C00059,SULFATE
spmd,C7H22N3,3,Spermidine,C00315,
spmd[e],C7H22N3,3,Spermidine,C00315,5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE
sprm,C10H30N4,4,Spermine,C00750,
stracp,C18H34OSR,-1,Octadecanoyl-[acyl-carrier protein],C04088,
strch,C12H20O10,0,Starch,C00369,
styse,C24H56O21,14,Stachyose,C01613,
suc6p,C12H21O14P,-2,Sucrose 6-phosphate,C02591,SUCROSE-6P
sucbz,C11H8O5,-2,2-Succinylbenzoate,C02730,
succ,C4H4O4,-2,Succinate,C00042,CPD-1105
succ[e],C4H4O4,-2,Succinate,C00042,CPD-1105
succoa,C25H35N7O19P3S,-5,Succinyl-CoA,C00091,SUC-COA
suchms,C8H12NO6,-1,O-Succinyl-L-homoserine,C01118,SULFO-CYSTEINE
sucr,C12H22O11,0,Sucrose,C00089,
sucr[e],C12H22O11,0,Sucrose,C00089,SUCROSE
sucsal,C4H5O3,-1,Succinic semialdehyde,C00232,TARTRONATE-S-ALD
sulcys,C3H6NO5S2,-1,S-Sulfo-L-cysteine,C05824,MESO-DIAMINOPIMELATE
t2m26dcoa,C31H46N7O17P3S,-4,"trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA",C11945,
tag6p-D,C6H11O9P,-2,D-Tagatose 6-phosphate,C01097,TAGATOSE-6-PHOSPHATE
tagdp-D,C6H10O12P2,-4,"D-Tagatose 1,6-bisphosphate",C03785,TAGATOSE-1-6-DIPHOSPHATE
tagur,C6H9O7,-1,D-Tagaturonate,C00558,D-TAGATURONATE
tartr-L,C4H4O6,-2,"(R,R)-Tartaric acid",C00898,
taur,C2H7NO3S,0,Taurine,C00245,
taur[e],C2H7NO3S,0,Taurine,C00245,
taurdchol,C26H46NO6S,1,Taurodeoxycholate,C05463,
tchola,C26H45NO7S,0,Taurocholate,C05122,
td2coa,C35H56N7O17P3S,-4,trans-Tetradec-2-enoyl-CoA,C05273,
tdchola,C26H45NO6S,0,Taurochenodeoxycholate,C05465,
teich_met,,,,,
thbpt,C9H15N5O3,0,Tetrahydrobiopterin,C00272,
thdp,C7H7NO4,-2,"2,3,4,5-Tetrahydrodipicolinate",C03972,DELTA1-PIPERIDEINE-2-6-DICARBOXYLATE
thf,C19H21N7O6,-2,"5,6,7,8-Tetrahydrofolate",C00101,THF
thfglu,C19H20N7O6(C5H7NO3),-3,Tetrahydrofolyl-[Glu](n),C03541,
thiogn,C5H6N5S,1,Thioguanine,C07648,
thm,C12H17N4OS,1,Thiamin,C00378,THIAMINE
thm[e],C12H17N4OS,1,Thiamin,C00378,THIAMINE
thmmp,C12H16N4O4PS,-1,Thiamin monophosphate,C01081,THIAMINE-PYROPHOSPHATE
thmpp,C12H16N4O7P2S,-2,Thiamine diphosphate,C00068,WATER
thr-L,C4H9NO3,0,L-Threonine,C00188,THR
thr-L[e],C4H9NO3,0,L-Threonine,C00188,TYR
thrp,C4H8NO6P,-2,L-Threonine O-3-phosphate,C12147,ARG
thymd,C10H14N2O5,0,Thymidine,C00214,THYMIDINE
trace_met,,,,,
trdox,C6H7NO2S2R2,0,Oxidized thioredoxin,C00343,
trdrd,C6H9NO2S2R2,0,Reduced thioredoxin,C00342,
tre[e],C12H22O11,0,"alpha,alpha-Trehalose",C01083,TREHALOSE
tre6p,C12H21O14P,-2,"alpha,alpha-Trehalose 6-phosphate",C00689,TREHALOSE-6P
trnaglu,C15H21N5O10PR(C5H8O6PR),0,tRNA (Glu),C01641,
trp-L,C11H12N2O2,0,L-Tryptophan,C00078,TRP
trp-L[e],C11H12N2O2,0,L-Tryptophan,C00078,VAL
tsul,O3S2,-2,Thiosulfate,C00320,S2O3
ttc-ggdp,C20H33O7P2,-3,"trans,trans,cis-Geranylgeranyl diphosphate",C11356,CPD0-1028
tyr-L,C9H11NO3,0,L-Tyrosine,C00082,ADENOSYL-HOMO-CYS
u23ga,C43H75N3O20P2,-2,"UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine",C04652,OH-MYRISTOYL
u3hga,C29H50N3O18P2,-1,UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine,C06022,UDP-OHMYR-GLUCOSAMINE
uaagmda,C95H152N8O28P2,-4,"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C05898,C6
uaccg,C20H26N3O19P2,-3,UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine,C04631,UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE
uacgam,C17H25N3O17P2,-2,UDP-N-acetyl-D-glucosamine,C00043,UDP-N-ACETYL-D-GLUCOSAMINE
uacmam,C17H25N3O17P2,-2,UDP-N-acetyl-D-mannosamine,C01170,UDP-MANNAC
uagglaa,C40H61N9O26P2,-4,UDPMurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala),C04702,
uAgl,C34H52N7O24P2,-3,UDP-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-L-lysine,C05892,
uagmda,C87H139N7O23P2,-4,"Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine",C05897,
uama,C23H33N4O20P2,-3,UDP-N-acetylmuramoyl-L-alanine,C01212,UDP-ACETYLMURAMOYL-ALA
uamag,C28H39N5O23P2,-4,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate,C00692,UDP-AA-GLUTAMATE
uamr,C20H28N3O19P2,-3,UDP-N-acetylmuramate,C01050,UDP-N-ACETYLMURAMATE
udcpdp,C55H89O7P2,-3,Undecaprenyl diphosphate,C04574,UNDECAPRENYL-DIPHOSPHATE
udcpp,C55H89O4P,-2,all-trans-Undecaprenyl phosphate,C00348,
udp,C9H11N2O12P2,-3,UDP,C00015,UDP
udpacgal,C17H25N3O17P2,-2,UDP-N-acetyl-D-galactosamine,C00203,UDP-N-ACETYL-GALACTOSAMINE
udpg,C15H22N2O17P2,-2,UDPglucose,C00029,UDP-GLUCOSE
udpgal,C15H22N2O17P2,-2,UDPgalactose,C00052,UDP-GALACTOSE
udpglcur,C15H19N2O18P2,-3,UDP-D-glucuronate,C00167,UDP-GLUCURONATE
ugmd,C35H51N7O26P2,-4,"UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate",C04877,UDP-AAGM-DIAMINOHEPTANEDIOATE
ugmda,C41H61N9O28P2,-4,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-6-carboxy-L-lysyl-D-alanyl-D-alanine,C04882,C1
ump,C9H11N2O9P,-2,UMP,C00105,UMP
unddpamagaglaa,C94H157N8O26P2,1,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine,C05893,
undpamagaiglaa,C94H159N9O25P2,2,Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-D-isoglutaminyl-L-lysyl-D-alanyl-D-alanine,C05894,
uppg1,C40H36N4O16,-8,Uroporphyrinogen I,C05766,
uppg3,C40H36N4O16,-8,Uroporphyrinogen III,C01051,UROPORPHYRINOGEN-III
ura,C4H4N2O2,0,Uracil,C00106,URACIL
ura[e],C4H4N2O2,0,Uracil,C00106,URACIL
urate,C5H4N4O3,0,Urate,C00366,3-4-DIHYDROXYBENZOATE
urdhs,C5H11N3O4,0,,,O-UREIDOHOMOSERINE
uri,C9H12N2O6,0,Uridine,C00299,URIDINE
utp,C9H11N2O15P3,-4,UTP,C00075,AICAR
val-L,C5H11NO2,0,L-Valine,C00183,VAL
val-L[e],C5H11NO2,0,L-Valine,C00183,HOMO-CYS
xan,C5H4N4O2,0,Xanthine,C00385,XANTHINE
xan[e],C5H4N4O2,0,Xanthine,C00385,XANTHOSINE-5-PHOSPHATE
xmp,C10H11N4O9P,-2,Xanthosine 5-phosphate,C00655,PYRUVATE
xol7ah2al,C27H46O3,0,"3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al",C05445,
xol7ah3,C27H48O3,0,"3alpha,7alpha,26-Trihydroxy-5beta-cholestane",C05444,
xtsn,C10H12N4O6,0,Xanthosine,C01762,5-10-METHENYL-THF
xu1p,C5H12O8P,1,L-Xylulose 1-phosphate,C06441,
xu5p-D,C5H9O8P,-2,D-Xylulose 5-phosphate,C00231,XYLULOSE-5-PHOSPHATE
xyl-D,C5H10O5,0,D-Xylose,C00181,
xyl-D[e],C5H10O5,0,D-Xylose,C00181,XYLOSE
xylu-D,C5H10O5,0,D-Xylulose,C00310,RIBULOSE
xylu-L,C5H10O5,0,L-Xylulose,C00312,
